,species_name,modern_longitude,modern_latitude,start_year,end_year,ancient_longitude,ancient_latitude
2074,Ctenis   litangensis,100.26799999999999,29.999,-237,-201,81.12,32.72
2075,Nilssonia   liuyangensis,111.984,31.271,-237,-201,108.42,40.31
2076,Nilssonia   liuyangensis,113.741,27.965,-237,-201,110.38,37.0
2077,Rhaphidopteris   liuzhiensis,105.345,26.089,-237,-201,101.15,35.05
2078,Ctenis   lobata,101.69200000000001,26.759,-237,-201,97.12,35.62
2079,Drepanozamites   lobata,113.04799999999999,25.215,-237,-201,109.61,34.25
2080,Sphenobaiera   lobifolia,102.20299999999999,26.559,-237,-201,97.69,35.44
2081,Anomozamites   loczyi,105.855,32.493,-237,-201,101.52,41.46
2082,Anomozamites   loczyi,108.51700000000001,31.366,-237,-201,104.54,40.38
2083,Anomozamites   loczyi,108.958,35.301,-237,-201,106.97,48.28
2084,Anomozamites   loczyi,111.875,30.893,-237,-201,108.3,39.93
2085,Anomozamites   loczyi,112.788,26.48,-237,-201,109.32,35.52
2086,Anomozamites   loczyi,113.816,29.701,-237,-201,110.47,38.74
2087,Anomozamites   loczyi,117.56200000000001,25.403,-237,-201,114.55,34.41
2088,Anomozamites   loczyi,101.382,27.037,-237,-201,96.76,35.89
2089,Anomozamites   loczyi,101.90100000000001,25.159,-237,-201,97.42,34.03
2090,Anomozamites   loczyi,103.781,31.106,-237,-201,99.24,40.03
2091,Sphenobaiera   longifolia ,125.925,43.395,-237,-201,130.4,51.74
2092,Cf. Pityophyllum    longifolium,99.351,30.315,-237,-201,80.11,32.74
2093,Cf. Pityophyllum    longifolium,101.941,25.165,-237,-201,97.46,34.04
2094,Pityophyllum    longifolium,107.72200000000001,31.356,-237,-201,103.65,40.36
2095,Pityophyllum    longifolium,108.72200000000001,30.93,-237,-201,104.78,39.95
2096,Pityophyllum    longifolium,118.694,41.016,-237,-201,120.97,51.44
2097,Pityophyllum    longifolium,120.96799999999999,41.61,-237,-201,123.87,51.41
2098,Pityophyllum    longifolium,125.925,43.395,-237,-201,130.4,51.74
2099,Pityophyllum    longifolium,131.116,44.084,-237,-201,137.39,51.32
2100,Pityophyllum    longifolium,100.26799999999999,29.998,-237,-201,81.12,32.72
2101,Pityophyllum    longifolium,101.37700000000001,27.035,-237,-201,96.76,35.89
2102,Pterophyllum   longifolium,111.83,31.436,-237,-201,108.25,40.47
2103,Pterophyllum   longifolium,101.615,26.571,-237,-201,97.04,35.43
2104,Ginkgoidium    longifolium,110.493,38.841,-237,-201,110.3,51.35
2105,Bennetticarpus   longmicropylus,113.491,27.649,-237,-201,110.1,36.69
2106,Nilssonia   lorifotmis,105.46799999999999,32.312,-237,-201,101.09,41.27
2107,Thinnfeldia?   luchangensis,102.205,26.562,-237,-201,97.69,35.44
2108,Sinoctenis   macrophylla,113.40899999999999,24.188,-237,-201,110.0,33.23
2109,Zamites   macrophyllus,111.836,31.324,-237,-201,108.26,40.36
2110,Thinnfeldia?   magica,129.632,43.532,-237,-201,134.45,50.83
2111,Pterophyllum   magnificum,112.87299999999999,31.088,-237,-201,109.42,40.13
2112,Pterophyllum   magnificum,113.04799999999999,25.215,-237,-201,109.61,34.25
2113,Pterophyllum   magnificum,101.71700000000001,26.586,-237,-201,97.15,35.45
2114,Protoblechnum?   magnificum,111.836,31.324,-237,-201,108.26,40.36
2115,Nilssonia   magnifolia,113.741,27.965,-237,-201,110.38,37.0
2116,Taeniopteris   magnifolia,106.697,30.124,-237,-201,102.53,39.11
2117,Hyrcanopteris   magnifolia,99.958,32.645,-237,-201,93.01,41.82
2118,Ginkgoites    magnifolius,119.051,32.177,-237,-201,101.55,10.76
2119,Ginkgoites    magnifolius,109.852,37.356,-237,-201,89.12,28.33
2120,Ginkgoites    magnifolius,110.476,37.424,-237,-201,90.01,33.77
2121,Radiatifolium    magnusum ,111.835,31.324,-237,-201,108.26,40.36
2122,?Anomozamites   major,112.781,22.965,-237,-201,109.31,32.0
2123,Thinnfeldia   major,108.866,35.267,-237,-201,106.85,48.27
2124,Anomozamites   marginatus,107.535,31.166,-237,-201,103.44,40.17
2125,Cf. Anomozamites   marginatus,97.895,31.159,-237,-201,78.36,33.1
2126,Ctenopteris   megaphylla,101.71700000000001,26.586,-237,-201,97.15,35.45
2127,Otozamites   megaphyllus,111.836,31.324,-237,-201,108.26,40.36
2128,Otozamites   megaphyllus,101.633,26.542,-237,-201,97.06,35.4
2129,Otozamites   megaphyllus,101.665,26.053,-237,-201,97.12,34.91
2130,Pseudoctenis   mianzhuensis,104.044,31.348,-237,-201,99.53,40.28
2131,Ctenozamites   microloba,111.836,31.324,-237,-201,108.26,40.36
2132,Ctenozamites   microloba,101.69200000000001,26.759,-237,-201,97.12,35.62
2133,Bucklandia   minima,107.486,31.126,-237,-201,103.39,40.13
2134,?Anomozamites   minor,113.771,27.997,-237,-201,110.41,37.03
2135,Anomozamites   minor,106.697,30.124,-237,-201,102.53,39.11
2136,Anomozamites   minor,113.244,23.206,-237,-201,109.81,32.25
2137,Anomozamites   minor,114.696,23.746,-237,-201,111.4,32.78
2138,Anomozamites   minor,117.59899999999999,28.419,-237,-201,114.65,37.42
2139,Anomozamites   minor,119.052,32.177,-237,-201,116.37,41.15
2140,Anomozamites   minor,131.07,44.173,-237,-201,137.4,51.41
2141,Anomozamites   minor,100.26799999999999,29.999,-237,-201,81.12,32.72
2142,Dukouphyton   minor,101.71700000000001,26.586,-237,-201,97.15,35.45
2143,Otozamites   minor,95.613,33.854,-237,-201,75.03,34.93
2144,Paradrepanozamites   minor,111.78200000000001,30.824,-237,-201,108.2,39.86
2145,Pterophyllum   minor,113.04799999999999,25.215,-237,-201,109.61,34.25
2146,Sinoctenis   minor,111.836,31.324,-237,-201,108.26,40.36
2147,Sinoctenis   minor,119.309,41.199,-237,-201,121.77,51.46
2148,Cycadolepophyllum   minor,104.885,28.38,-237,-201,100.57,37.33
2149,Drepanozamites   minor,113.137,25.366,-237,-201,109.7,34.41
2150,Swedenborgia   minor ,126.38,41.929,-237,-201,130.02,50.25
2151,Taeniopteris   minuscula,101.69200000000001,26.759,-237,-201,97.12,35.62
2152,Baiera    minuta,112.484,27.003,-237,-201,102.4,31.21
2153,Baiera    minuta,112.977,28.116,-237,-201,109.53,37.16
2154,Baiera    minuta,113.26,23.134,-237,-201,109.83,32.17
2155,Baiera    minuta,115.905,28.677,-237,-201,112.78,37.7
2156,Baiera    minuta,117.56200000000001,25.403,-237,-201,114.55,34.41
2157,Baiera    minuta,104.073,30.653,-237,-201,93.36,34.36
2158,Pterophyllum   minutum,97.895,31.159,-237,-201,78.36,33.1
2159,Pterophyllum   minutum,100.75399999999999,25.405,-237,-201,83.83,30.06
2160,Pterophyllum   minutum,101.90100000000001,25.159,-237,-201,97.42,34.03
2161,Pterophyllum   minutum,95.402,32.724,-237,-201,75.32,33.81
2162,Pterophyllum   minutum,91.678,32.257,-237,-201,70.58,28.11
2163,Pterophyllum   minutum,95.805,33.109,-237,-201,75.54,34.29
2164,Podozamites    minutus ,110.758,31.227,-237,-201,107.05,40.26
2165,Ctenis?   mirabilis,107.868,31.083,-237,-201,103.82,40.09
2166,Taeniopteris   mirabilis,111.836,31.324,-237,-201,108.26,40.36
2167,Nilssonia   mosserayi,113.741,27.965,-237,-201,110.38,37.0
2168,Podozamites    mucronatus,107.72200000000001,31.356,-237,-201,103.65,40.36
2169,?Nilssonia   muensteri,113.866,27.619,-237,-201,110.51,36.66
2170,Nilssonia   muensteri,125.82799999999999,43.384,-237,-201,130.28,51.75
2171,Nilssonia   muensteri,129.629,43.588,-237,-201,134.48,50.88
2172,Nilssonia   muensteri,131.07,44.173,-237,-201,137.4,51.41
2173,Cf. Hirmerella   muensteri ,87.935,29.643,-237,-201,67.89,24.75
2174,Cf. Hirmerella   muensteri ,97.01799999999999,31.227,-237,-201,77.49,32.9
2175,Baiera    muensteriana,120.72399999999999,41.589,-237,-201,123.59,51.46
2176,Baiera    muensteriana,129.639,43.584,-237,-201,134.49,50.87
2177,Pterophyllum   multilineatum,105.45200000000001,25.382,-237,-201,101.29,34.35
2178,Pterophyllum   multilineatum,113.04799999999999,25.215,-237,-201,109.61,34.25
2179,Pterophyllum   multilineatum,113.73100000000001,28.311,-237,-201,110.37,37.35
2180,Pterophyllum   multilineatum,102.27799999999999,26.897,-237,-201,97.76,35.78
2181,Pterophyllum   multilineatum,103.061,27.411,-237,-201,98.6,36.31
2182,Thaumatophyllum   multilineatum,104.588,29.545,-237,-201,100.2,38.49
2183,Thaumatophyllum   multilineatum,100.197,30.953,-237,-201,80.65,33.6
2184,Xinlongophyllum   multilineatum,100.197,30.953,-237,-201,80.65,33.6
2185,Anomozamites   multinervis,101.69200000000001,26.759,-237,-201,97.12,35.62
2186,Anthrophyopsis   multinervis,105.84,32.438,-237,-201,101.5,41.41
2187,Ctenis   multinervis,106.697,30.124,-237,-201,102.53,39.11
2188,Ctenis   multinervis,101.665,26.053,-237,-201,97.12,34.91
2189,Mironeura   multinervis,116.025,39.905,-237,-201,117.32,51.06
2190,Nilssonia   multinervis ,101.633,26.542,-237,-201,97.06,35.4
2191,Baiera    multipartita ,104.48299999999999,29.708,-237,-201,100.08,38.65
2192,Baiera    multipartita ,107.17,32.32,-237,-201,103.0,41.31
2193,Baiera    multipartita ,107.14299999999999,31.076,-237,-201,103.01,40.07
2194,Baiera    multipartita ,108.029,32.065,-237,-201,103.98,41.07
2195,Baiera    multipartita ,113.052,25.215,-237,-201,109.61,34.25
2196,Baiera    multipartita ,113.439,24.57,-237,-201,110.03,33.61
2197,Baiera    multipartita ,117.59100000000001,28.41,-237,-201,114.64,37.41
2198,Baiera    multipartita ,112.977,28.116,-237,-174,116.29,38.28
2199,Baiera    multipartita ,113.26799999999999,26.034,-237,-174,116.83,36.23
2200,Baiera    multipartita ,115.905,28.677,-237,-174,119.52,39.04
2201,Baiera    multipartita ,100.85,27.285,-237,-201,82.77,30.35
2202,Baiera    multipartita ,101.852,26.686,-237,-201,97.3,35.55
2203,Drepanozamites   multipartitus,101.382,27.037,-237,-201,96.76,35.89
2204,Taeniopteris   multiplicata,101.69200000000001,26.759,-237,-201,97.12,35.62
2205,Taeniopteris   nabaensis,113.771,27.997,-237,-201,110.41,37.03
2206,Otozamites   nalajingensis,101.643,26.601,-237,-201,97.07,35.46
2207,Protoblechnum?   nanzhangense,111.836,31.324,-237,-201,108.26,40.36
2208,Nilssonia   nanzhangensis,111.836,31.324,-237,-201,108.26,40.36
2209,Otozamites   nanzhangensis,111.836,31.324,-237,-201,108.26,40.36
2210,Sphenozamites   nanzhangensis,111.836,31.324,-237,-201,108.26,40.36
2211,Sphenozamites   nanzhangensis,112.87299999999999,31.088,-237,-201,109.42,40.13
2212,Thinnfeldia   nanzhangensis,111.836,31.324,-237,-201,108.26,40.36
2213,Sphenozamites   nanzhangensis,111.836,31.324,-237,-201,108.26,40.36
2214,Taeniopteris   nanzhangensuis,111.836,31.324,-237,-201,108.26,40.36
2215,Cf. Pterophyllum   nathorsti,97.895,31.159,-237,-201,78.36,33.1
2216,Nilssonia   nathorsti,111.833,31.777,-237,-201,108.25,40.82
2217,Pterophyllum   nathorsti,106.697,30.124,-237,-201,102.53,39.11
2218,Pterophyllum   nathorsti,104.67399999999999,28.763,-237,-174,106.96,38.2
2219,Pterophyllum   nathorsti,110.756,30.967,-237,-201,107.05,40.0
2220,Pterophyllum   nathorsti,116.557,25.274,-237,-201,113.45,34.29
2221,Pterophyllum   nathorsti,117.56200000000001,25.403,-237,-201,114.55,34.41
2222,Pterophyllum   nathorsti,116.42,30.423,-237,-174,119.94,40.81
2223,Pterophyllum   nathorsti,106.695,31.355,-237,-174,108.83,40.97
2224,Tyrmia   nathorsti ,125.925,43.396,-237,-201,130.4,51.74
2225,Cf. Ourostrobus    nathorsti ,107.53399999999999,31.178,-237,-201,103.44,40.18
2226,Czekanowskia    nathorstii,107.50299999999999,31.213,-237,-201,103.4,40.21
2227,Aipteris   nerviconfluens,110.689,38.637,-237,-201,110.44,51.11
2228,Ctenophyllum   nervosum,111.836,31.324,-237,-201,108.26,40.36
2229,Cf. Ptilozamites   nilssoni,112.781,22.965,-237,-201,109.31,32.0
2230,Cf. Ptilozamites   nilssoni,102.243,26.658,-237,-201,97.73,35.54
2231,Ptilozamites   nilssoni,105.92399999999999,29.359,-237,-201,101.69,38.33
2232,Ptilozamites   nilssoni,111.836,31.324,-237,-201,108.26,40.36
2233,Ptilozamites   nilssoni,113.26799999999999,26.035,-237,-201,109.85,35.07
2234,Ptilozamites   nilssoni,116.557,25.274,-237,-201,113.45,34.29
2235,Ptilozamites   nilssoni,117.56200000000001,25.403,-237,-201,114.55,34.41
2236,Ptilozamites   nilssoni,96.448,35.83,-237,-201,88.79,44.84
2237,Ptilozamites   nilssoni,101.943,25.166,-237,-201,97.46,34.04
2238,Ptilozamites   nilssoni,100.549,25.486,-237,-201,83.62,29.98
2239,Ptilozamites   nilssoni,113.879,24.869,-237,-201,110.51,33.91
2240,Ptilozamites   nilssoni,113.373,27.686,-237,-201,109.97,36.72
2241,Ptilozamites   nilssoni,119.178,29.056,-237,-201,116.42,38.03
2242,Ptilozamites   nilssoni,99.374,25.479,-237,-201,82.79,29.21
2243,Ptilozamites   nilssoni,100.197,30.953,-237,-201,80.65,33.6
2244,Drepanozamites   nilssoni,104.617,29.606,-237,-201,100.23,38.55
2245,Drepanozamites   nilssoni,105.855,32.493,-237,-201,101.52,41.46
2246,Drepanozamites   nilssoni,113.04799999999999,25.215,-237,-201,109.61,34.25
2247,Drepanozamites   nilssoni,113.137,25.366,-237,-201,109.7,34.41
2248,Drepanozamites   nilssoni,113.499,27.614,-237,-201,110.11,36.65
2249,Drepanozamites   nilssoni,113.816,29.701,-237,-201,110.47,38.74
2250,Drepanozamites   nilssoni,113.816,29.701,-237,-201,110.47,38.74
2251,Drepanozamites   nilssoni,113.84899999999999,27.626,-237,-201,110.49,36.66
2252,Drepanozamites   nilssoni,113.895,29.728,-237,-201,110.56,38.77
2253,Drepanozamites   nilssoni,115.84700000000001,27.944,-237,-201,112.71,36.97
2254,Drepanozamites   nilssoni,116.557,25.274,-237,-201,113.45,34.29
2255,Drepanozamites   nilssoni,97.895,31.159,-237,-201,78.36,33.1
2256,Drepanozamites   nilssoni,100.26799999999999,29.999,-237,-201,81.12,32.72
2257,Drepanozamites   nilssoni,100.851,27.286,-237,-201,82.77,30.35
2258,Drepanozamites   nilssoni,101.382,27.037,-237,-201,96.76,35.89
2259,Drepanozamites   nilssoni,101.90100000000001,25.159,-237,-201,97.42,34.03
2260,Drepanozamites   nilssoni,101.90100000000001,25.159,-237,-201,97.42,34.03
2261,Drepanozamites   nilssoni,103.781,31.106,-237,-201,99.24,40.03
2262,Drepanozamites   nilssoni,103.781,31.106,-237,-201,99.24,40.03
2263,Drepanozamites   nilssoni,103.621,30.998,-237,-201,99.07,39.91
2264,Drepanozamites   nilssoni,87.535,40.461,-237,-201,91.8,51.56
2265,Drepanozamites   nilssoni ,113.84899999999999,27.626,-237,-201,110.49,36.66
2266,Ctenis   nilssonii,106.697,30.124,-237,-201,102.53,39.11
2267,Ctenis   nilssonii,107.535,31.166,-237,-201,103.44,40.17
2268,Taeniopteris   nilssonioides,101.633,26.542,-237,-201,97.06,35.4
2269,Podozamites    nobilis,129.628,43.587,-237,-201,134.48,50.88
2270,Dukouphyllum   noeggerathioides,101.71700000000001,26.586,-237,-201,97.15,35.45
2271,Cf. Thinnfeldia   nordenskioeldii,96.359,32.964,-237,-201,76.12,34.32
2272,Thinnfeldia   nordenskioeldii,108.866,35.267,-237,-201,106.85,48.27
2273,Thinnfeldia   nordenskioeldii,108.919,35.331,-237,-201,106.94,48.32
2274,Thinnfeldia   nordenskioeldii,110.147,37.576,-237,-201,109.32,50.21
2275,Thinnfeldia   nordenskioeldii,118.464,40.794,-237,-201,120.59,51.29
2276,Thinnfeldia   nordenskioeldii,126.375,41.928,-237,-201,130.01,50.25
2277,Thinnfeldia   nordenskioeldii,84.887,45.579,-237,-201,77.85,60.65
2278,Thinnfeldia   nordenskioeldii,84.887,45.579,-237,-201,77.85,60.65
2279,Thinnfeldia   nordenskioeldii,77.774,40.44,-237,-201,80.38,54.4
2280,Zamites   oblanceolatus,111.83,31.436,-237,-201,108.25,40.47
2281,Taeniopteris   obliqua,111.836,31.324,-237,-201,108.26,40.36
2282,Taeniopteris   obliqua,113.741,27.965,-237,-201,110.38,37.0
2283,Taeniopteris   obliqua,117.56200000000001,25.403,-237,-201,114.55,34.41
2284,Taeniopteris   obliqua,119.355,42.197,-237,-201,122.38,52.38
2285,Ctenis   oblonga,107.45100000000001,32.421,-237,-201,103.32,41.42
2286,Aipteris   obovata,110.689,38.637,-237,-201,110.44,51.11
2287,Scytophyllum   obovatifolium,96.448,35.83,-237,-201,88.79,44.84
2288,Ginkgoites    obrutschewi,110.60700000000001,31.006,-237,-201,106.88,40.04
2289,Ginkgoites    obrutschewi ,101.852,26.686,-237,-201,97.3,35.55
2290,Nilssoniopteris   oligotricha,112.484,27.004,-237,-201,108.99,36.04
2291,Podozamites    opimus,129.631,43.531,-237,-201,134.45,50.83
2292,Borysthenia    opulenta ,120.32700000000001,41.682,-237,-201,123.19,51.65
2293,Anomozamites   orientalis,97.01799999999999,31.227,-237,-201,77.49,32.9
2294,Nilssonia   orientalis,105.855,32.493,-237,-201,101.52,41.46
2295,Nilssonia   orientalis,108.919,35.331,-237,-201,106.94,48.32
2296,Nilssonia   orientalis,111.836,31.324,-237,-201,108.26,40.36
2297,Nilssonia   orientalis,116.42,30.423,-237,-201,113.38,39.44
2298,Nilssonia   orientalis,116.025,39.905,-237,-201,117.32,51.06
2299,Nilssonia   orientalis,126.375,41.928,-237,-201,130.01,50.25
2300,Pterophyllum   otoboliolatum,106.081,27.734,-237,-201,101.91,36.71
2301,Pterophyllum   otoboliolatum,101.789,26.484,-237,-201,97.24,35.35
2302,Ctenozamites   otoeis,101.69200000000001,26.759,-237,-201,97.12,35.62
2303,Ctenozamites?   otontopteroides,112.87299999999999,31.088,-237,-201,109.42,40.13
2304,Ferganiella？   otozamioides,104.62100000000001,29.63,-237,-201,100.24,38.57
2305,Cf. Lepidopteris   ottonis,110.689,38.637,-237,-201,110.44,51.11
2306,Lepidopteris   ottonis,89.177,43.999,-237,-201,100.47,51.79
2307,Lepidopteris   ottonis,106.661,26.59,-237,-201,102.58,35.58
2308,Lepidopteris   ottonis,105.84299999999999,38.965,-237,-201,104.72,52.47
2309,Lepidopteris   ottonis,111.836,31.324,-237,-201,108.26,40.36
2310,Lepidopteris   ottonis,113.27799999999999,23.442,-237,-201,109.85,32.48
2311,Lepidopteris   ottonis,113.26799999999999,26.035,-237,-201,109.85,35.07
2312,Lepidopteris   ottonis,113.34200000000001,25.133,-237,-201,109.93,34.17
2313,Lepidopteris   ottonis,113.499,27.614,-237,-201,110.11,36.65
2314,Lepidopteris   ottonis,113.59899999999999,24.686,-237,-201,110.21,33.72
2315,Lepidopteris   ottonis,112.59700000000001,35.068,-237,-201,111.14,47.26
2316,Lepidopteris   ottonis,117.56200000000001,25.403,-237,-201,114.55,34.41
2317,Lepidopteris   ottonis,96.359,32.964,-237,-201,76.12,34.32
2318,Lepidopteris   ottonis,84.887,45.579,-237,-201,77.85,60.65
2319,Lepidopteris   ottonis,96.448,35.83,-237,-201,88.79,44.84
2320,Lepidopteris   ottonis,101.603,26.579,-237,-201,97.03,35.44
2321,Lepidopteris   ottonis,102.205,26.562,-237,-201,97.69,35.44
2322,Lepidopteris   ottonis,89.165,43.995,-237,-201,100.46,51.8
2323,Lepidopteris   ottonis,100.197,30.953,-237,-201,80.65,33.6
2324,Podozamites    ovalis,101.37700000000001,27.035,-237,-201,96.76,35.89
2325,Bennetticarpus   ovoides,113.499,27.614,-237,-201,110.11,36.65
2326,Drepanozamites?   p’anii,109.012,35.354,-237,-201,107.06,48.32
2327,Taeniopteris   pachyloma,101.69200000000001,26.759,-237,-201,97.12,35.62
2328,Anomozamites   pachylomus,106.697,30.124,-237,-201,102.53,39.11
2329,Anomozamites   pachylomus,101.57,26.56,-237,-201,96.99,35.42
2330,Anomozamites   pachylomus,101.665,26.053,-237,-201,97.12,34.91
2331,Pseudoctenis   pachyphylla,101.69200000000001,26.759,-237,-201,97.12,35.62
2332,Androstrobus   pagiodiformis,106.697,30.124,-237,-201,102.53,39.11
2333,Otozamites   pamiricus,106.697,30.124,-237,-201,102.53,39.11
2334,Otozamites   pamiricus,111.984,31.271,-237,-201,108.42,40.31
2335,Ginkgoites    papilionaceous,120.765,41.798,-237,-201,123.75,51.64
2336,Otozamites   parviensifolius,111.73200000000001,31.17,-237,-201,108.14,40.21
2337,Nilssonia   parvula,125.925,43.396,-237,-201,130.4,51.74
2338,?Taeniopteris   parvula,117.56200000000001,25.403,-237,-201,114.55,34.41
2339,Pterophyllum   paucicostatum,105.703,34.58,-237,-201,104.54,40.49
2340,Anomozamites   paucinervis,97.01799999999999,31.227,-237,-201,77.49,32.9
2341,Ferganiella？   paucinervis ,113.052,25.215,-237,-201,109.61,34.25
2342,Ferganiella？   paucinervis ,101.941,25.165,-237,-201,97.46,34.04
2343,?Ptilophyllum   pecten,103.061,27.411,-237,-201,98.6,36.31
2344,Ptilophyllum   pecten,103.061,27.411,-237,-201,98.6,36.31
2345,Pagiophyllum    peregriun ,118.79,32.06,-237,-201,116.07,41.04
2346,Bernettia   phialophora,100.15799999999999,31.05,-237,-201,93.33,40.23
2347,Cycadocarpidium   pidium,106.37899999999999,29.926,-237,-201,102.18,38.91
2348,Cycadocarpidium   pidium,101.035,26.902,-237,-201,96.39,35.74
2349,Cycadocarpidium   pidium,101.37700000000001,27.035,-237,-201,96.76,35.89
2350,Cycadocarpidium   pidium,101.90100000000001,25.158,-237,-201,97.42,34.03
2351,Anthrophyopsis?   pilophorus,106.65899999999999,32.286,-237,-201,102.43,41.27
2352,Anthrophyopsis?   pilophorus,102.52,26.841,-237,-201,98.02,35.73
2353,Pterophyllum   pinnatifidum,106.65899999999999,32.286,-237,-201,102.43,41.27
2354,Pterophyllum   pinnatifidum,107.50299999999999,31.213,-237,-201,103.4,40.21
2355,Pterophyllum   pinnatifidum,113.04799999999999,25.215,-237,-201,109.61,34.25
2356,Pterophyllum   pinnatifidum,113.771,27.997,-237,-201,110.41,37.03
2357,Pterophyllum   pinnatifidum,116.557,25.274,-237,-201,113.45,34.29
2358,Pterophyllum   pinnatifidum,117.56200000000001,25.403,-237,-201,114.55,34.41
2359,Pterophyllum   pinnatifidum,100.851,27.286,-237,-201,82.77,30.35
2360,Pterophyllum   pinnatifidum,101.382,27.037,-237,-201,96.76,35.89
2361,Pterophyllum   pinnatifidum,103.781,31.106,-237,-201,99.24,40.03
2362,Pterophyllum   pinnatifidum,113.879,24.869,-237,-201,110.51,33.91
2363,Aipteridium   pinnatum,108.95700000000001,35.301,-237,-201,106.97,48.28
2364,Tachingia   pinniformis,101.57,26.56,-237,-201,96.99,35.42
2365,Compsopteris   platyphylla,101.71700000000001,26.586,-237,-201,97.15,35.45
2366,Dentopteris   platyphylla,107.50299999999999,31.213,-237,-201,103.4,40.21
2367,Ctenozamites   plicata,101.69200000000001,26.759,-237,-201,97.12,35.62
2368,Ferganiella？   podozamioides ,104.62100000000001,29.63,-237,-201,100.24,38.57
2369,Ferganiella？   podozamioides ,106.272,29.975,-237,-201,102.06,38.95
2370,Ferganiella？   podozamioides ,107.39200000000001,31.238,-237,-201,103.28,40.24
2371,Ferganiella？   podozamioides ,107.925,32.589,-237,-201,103.85,41.6
2372,Ferganiella？   podozamioides ,113.87799999999999,29.718,-237,-201,110.54,38.76
2373,Ferganiella？   podozamioides ,115.37,28.42,-237,-201,112.18,37.45
2374,Ferganiella？   podozamioides ,129.628,43.587,-237,-201,134.48,50.88
2375,Ferganiella？   podozamioides ,100.197,30.953,-237,-201,80.65,33.6
2376,Ferganiella？   podozamioides ,100.197,30.953,-237,-201,80.65,33.6
2377,Ferganiella？   podozamioides ,101.035,26.902,-237,-201,96.39,35.74
2378,Ferganiella？   podozamioides ,101.37700000000001,27.035,-237,-201,96.76,35.89
2379,Ferganiella？   podozamioides ,101.941,25.165,-237,-201,97.46,34.04
2380,Ferganiella？   podozamioides ,102.277,26.896,-237,-201,97.75,35.78
2381,Ferganiella？   podozamioides ,103.399,29.624,-237,-201,98.88,38.54
2382,Nilssonia   polymorpha,115.771,23.935,-237,-201,112.57,32.96
2383,Nilssonia   polymorpha,119.355,42.197,-237,-201,122.38,52.38
2384,Pterophyllum   portali,105.45200000000001,25.382,-237,-201,101.29,34.35
2385,Nilssonia   princeps,117.56200000000001,25.403,-237,-201,114.55,34.41
2386,Pterophyllum   pseudomuensteri,113.84899999999999,27.626,-237,-174,117.32,37.85
2387,Anomozamites   pseudomuensterii,113.84899999999999,27.626,-237,-174,117.32,37.85
2388,Nilssonia   pterophylloides,108.919,35.331,-237,-201,106.94,48.32
2389,Nilssonia   pterophylloides,113.396,25.068,-237,-201,109.99,34.11
2390,Nilssonia   pterophylloides,114.959,27.922,-237,-201,111.72,36.95
2391,Nilssonia   pterophylloides,117.56200000000001,25.403,-237,-201,114.55,34.41
2392,Nilssonia   pterophylloides,101.382,27.037,-237,-201,96.76,35.89
2393,Sinoctenis   pterophylloides,101.382,27.037,-237,-201,96.76,35.89
2394,Sinoctenis   pterophylloides,103.223,30.624,-237,-201,98.64,39.53
2395,Xinlongia   pterophylloides,99.066,29.406,-237,-201,80.21,31.81
2396,Ctenopteris   pterophylloides,101.633,26.542,-237,-201,97.06,35.4
2397,Ctenis   pterophyoides,101.69200000000001,26.759,-237,-201,97.12,35.62
2398,Cf. Otozamites   ptilophylloides,107.50299999999999,31.213,-237,-201,103.4,40.21
2399,Nilssonia   ptilophylloides,113.741,27.965,-237,-201,110.38,37.0
2400,Nilssonia   ptilophylloides,101.382,27.037,-237,-201,96.76,35.89
2401,Ctenozamites   ptilozamioides,105.573,32.339,-237,-201,101.21,41.3
2402,Ctenozamites   ptilozamioides,116.213,24.933,-237,-201,113.06,33.95
2403,Pterophyllum   ptilum,104.666,29.53,-237,-201,100.29,38.47
2404,Pterophyllum   ptilum,105.345,26.089,-237,-201,101.15,35.05
2405,Pterophyllum   ptilum,106.081,27.734,-237,-201,101.91,36.71
2406,Pterophyllum   ptilum,107.727,31.203,-237,-201,103.66,40.21
2407,Pterophyllum   ptilum,112.484,27.004,-237,-201,108.99,36.04
2408,Pterophyllum   ptilum,113.04799999999999,25.215,-237,-201,109.61,34.25
2409,Pterophyllum   ptilum,113.499,27.614,-237,-201,110.11,36.65
2410,Pterophyllum   ptilum,113.59899999999999,24.686,-237,-201,110.21,33.72
2411,Pterophyllum   ptilum,113.866,27.619,-237,-201,110.51,36.66
2412,Pterophyllum   ptilum,114.959,27.922,-237,-201,111.72,36.95
2413,Pterophyllum   ptilum,116.557,25.274,-237,-201,113.45,34.29
2414,Pterophyllum   ptilum,117.56200000000001,25.403,-237,-201,114.55,34.41
2415,Pterophyllum   ptilum,120.029,29.386,-237,-201,117.37,38.34
2416,Pterophyllum   ptilum,99.79700000000001,28.934,-237,-201,81.1,31.58
2417,Pterophyllum   ptilum,100.26799999999999,29.999,-237,-201,81.12,32.72
2418,Pterophyllum   ptilum,101.382,27.037,-237,-201,96.76,35.89
2419,Pterophyllum   ptilum,101.90100000000001,25.158,-237,-201,97.42,34.03
2420,Pterophyllum   ptilum,102.205,26.562,-237,-201,97.69,35.44
2421,Pterophyllum   ptilum,102.91,29.888,-237,-201,98.32,38.79
2422,Pterophyllum   ptilum,104.044,31.348,-237,-201,99.53,40.28
2423,Pterophyllum   ptilum,119.178,29.056,-237,-201,116.42,38.03
